subj_id,Consistently_mapped_color_word_frequency,trial_number,trial_type,color,word,CN_rewarded
1,1,1,0,6,1,1
1,1,2,0,4,2,1
1,1,3,0,4,7,1
1,1,4,0,3,8,0
1,1,5,0,4,1,1
1,1,6,0,4,7,1
1,1,7,0,4,7,1
1,1,8,0,4,7,1
1,1,9,0,4,1,1
1,1,10,0,3,2,0
1,1,11,0,3,7,0
1,1,12,0,3,1,0
1,1,13,0,4,7,1
1,1,14,0,4,2,1
1,1,15,0,5,7,0
1,1,16,0,3,2,0
1,1,17,0,5,1,0
1,1,18,0,5,2,0
1,1,19,0,3,1,0
1,1,20,0,3,1,0
1,1,21,0,6,7,1
1,1,22,0,4,8,1
1,1,23,0,6,7,1
1,1,24,0,4,1,1
1,1,25,0,5,8,0
1,1,26,0,6,7,1
1,1,27,0,5,2,0
1,1,28,0,4,7,1
1,1,29,0,3,2,0
1,1,30,0,4,8,1
1,1,31,0,5,7,0
1,1,32,0,4,2,1
1,1,33,0,3,8,0
1,1,34,0,3,2,0
1,1,35,0,6,2,1
1,1,36,0,6,2,1
1,1,37,0,3,8,0
1,1,38,0,6,1,1
1,1,39,0,4,2,1
1,1,40,0,5,7,0
1,1,41,0,5,8,0
1,1,42,0,5,7,0
1,1,43,0,5,7,0
1,1,44,0,4,7,1
1,1,45,0,6,1,1
1,1,46,0,5,2,0
1,1,47,0,3,1,0
1,1,48,0,4,1,1
1,1,49,0,3,7,0
1,1,50,0,6,2,1
1,1,51,0,3,1,0
1,1,52,0,4,8,1
1,1,53,0,5,7,0
1,1,54,0,6,8,1
1,1,55,0,3,2,0
1,1,56,0,5,8,0
1,1,57,0,5,7,0
1,1,58,0,4,7,1
1,1,59,0,4,8,1
1,1,60,0,6,7,1
1,1,61,0,3,8,0
1,1,62,0,3,7,0
1,1,63,0,5,1,0
1,1,64,0,5,2,0
1,1,65,0,5,2,0
1,1,66,0,3,1,0
1,1,67,0,3,1,0
1,1,68,0,4,1,1
1,1,69,0,5,2,0
1,1,70,0,3,1,0
1,1,71,0,4,1,1
1,1,72,0,4,2,1
1,1,73,0,4,2,1
1,1,74,0,3,8,0
1,1,75,0,5,7,0
1,1,76,0,6,8,1
1,1,77,0,6,1,1
1,1,78,0,5,8,0
1,1,79,0,6,1,1
1,1,80,0,6,7,1
1,1,81,0,5,8,0
1,1,82,0,3,8,0
1,1,83,0,5,8,0
1,1,84,0,4,8,1
1,1,85,0,5,1,0
1,1,86,0,6,2,1
1,1,87,0,6,2,1
1,1,88,0,3,7,0
1,1,89,0,4,2,1
1,1,90,0,4,8,1
1,1,91,0,6,8,1
1,1,92,0,5,1,0
1,1,93,0,6,7,1
1,1,94,0,3,7,0
1,1,95,0,3,7,0
1,1,96,0,5,8,0
1,1,97,0,6,7,1
1,1,98,0,3,7,0
1,1,99,0,3,2,0
1,1,100,0,6,2,1
1,1,101,0,4,7,1
1,1,102,0,3,8,0
1,1,103,0,5,2,0
1,1,104,0,6,2,1
1,1,105,0,4,1,1
1,1,106,0,6,1,1
1,1,107,0,4,1,1
1,1,108,0,6,1,1
1,1,109,0,6,8,1
1,1,110,0,3,2,0
1,1,111,0,6,2,1
1,1,112,0,5,8,0
1,1,113,0,6,8,1
1,1,114,0,6,1,1
1,1,115,0,4,8,1
1,1,116,0,4,1,1
1,1,117,0,3,7,0
1,1,118,0,6,8,1
1,1,119,0,6,8,1
1,1,120,0,3,8,0
1,1,121,0,3,7,0
1,1,122,0,3,2,0
1,1,123,0,6,2,1
1,1,124,0,3,2,0
1,1,125,0,5,7,0
1,1,126,0,5,1,0
1,1,127,0,4,1,1
1,1,128,0,6,8,1
1,1,129,0,6,2,1
1,1,130,0,5,1,0
1,1,131,0,5,1,0
1,1,132,0,3,8,0
1,1,133,0,6,1,1
1,1,134,0,6,8,1
1,1,135,0,4,8,1
1,1,136,0,4,8,1
1,1,137,0,5,2,0
1,1,138,0,5,2,0
1,1,139,0,5,8,0
1,1,140,0,3,2,0
1,1,141,0,6,8,1
1,1,142,0,6,7,1
1,1,143,0,4,7,1
1,1,144,0,3,8,0
1,1,145,0,6,7,1
1,1,146,0,4,2,1
1,1,147,0,3,1,0
1,1,148,0,3,7,0
1,1,149,0,5,2,0
1,1,150,0,5,7,0
1,1,151,0,5,8,0
1,1,152,0,3,1,0
1,1,153,0,4,2,1
1,1,154,0,5,1,0
1,1,155,0,4,8,1
1,1,156,0,5,1,0
1,1,157,0,5,1,0
1,1,158,0,6,1,1
1,1,159,0,4,2,1
1,1,160,0,6,7,1
1,1,161,0,8,4,1
1,1,162,0,7,4,1
1,1,163,0,2,6,0
1,1,164,0,8,6,0
1,1,165,0,1,4,1
1,1,166,0,8,5,1
1,1,167,0,1,3,0
1,1,168,0,1,5,1
1,1,169,0,2,4,1
1,1,170,0,7,5,1
1,1,171,0,8,6,0
1,1,172,0,1,5,1
1,1,173,0,8,3,0
1,1,174,0,1,5,1
1,1,175,0,8,5,1
1,1,176,0,1,4,1
1,1,177,0,2,6,0
1,1,178,0,8,5,1
1,1,179,0,7,3,0
1,1,180,0,7,6,0
1,1,181,0,8,6,0
1,1,182,0,1,5,1
1,1,183,0,1,6,0
1,1,184,0,1,6,0
1,1,185,0,7,5,1
1,1,186,0,2,4,1
1,1,187,0,7,6,0
1,1,188,0,7,6,0
1,1,189,0,2,3,0
1,1,190,0,7,6,0
1,1,191,0,1,4,1
1,1,192,0,7,4,1
1,1,193,0,2,4,1
1,1,194,0,8,5,1
1,1,195,0,2,5,1
1,1,196,0,1,3,0
1,1,197,0,1,4,1
1,1,198,0,8,3,0
1,1,199,0,7,3,0
1,1,200,0,1,5,1
1,1,201,0,2,4,1
1,1,202,0,2,5,1
1,1,203,0,7,3,0
1,1,204,0,2,5,1
1,1,205,0,2,4,1
1,1,206,0,8,4,1
1,1,207,0,2,6,0
1,1,208,0,1,3,0
1,1,209,0,8,6,0
1,1,210,0,1,5,1
1,1,211,0,8,5,1
1,1,212,0,7,4,1
1,1,213,0,8,4,1
1,1,214,0,1,3,0
1,1,215,0,7,3,0
1,1,216,0,8,4,1
1,1,217,0,7,6,0
1,1,218,0,8,6,0
1,1,219,0,8,6,0
1,1,220,0,8,5,1
1,1,221,0,2,4,1
1,1,222,0,1,4,1
1,1,223,0,7,5,1
1,1,224,0,1,4,1
1,1,225,0,2,3,0
1,1,226,0,1,3,0
1,1,227,0,8,5,1
1,1,228,0,7,3,0
1,1,229,0,7,3,0
1,1,230,0,8,6,0
1,1,231,0,7,6,0
1,1,232,0,8,3,0
1,1,233,0,2,4,1
1,1,234,0,7,3,0
1,1,235,0,8,4,1
1,1,236,0,8,3,0
1,1,237,0,1,6,0
1,1,238,0,2,3,0
1,1,239,0,8,5,1
1,1,240,0,7,4,1
1,1,241,0,1,4,1
1,1,242,0,7,5,1
1,1,243,0,7,4,1
1,1,244,0,7,4,1
1,1,245,0,1,6,0
1,1,246,0,2,4,1
1,1,247,0,1,5,1
1,1,248,0,7,5,1
1,1,249,0,2,5,1
1,1,250,0,2,5,1
1,1,251,0,7,6,0
1,1,252,0,2,6,0
1,1,253,0,7,4,1
1,1,254,0,1,3,0
1,1,255,0,2,6,0
1,1,256,0,8,5,1
1,1,257,0,7,3,0
1,1,258,0,8,3,0
1,1,259,0,8,6,0
1,1,260,0,2,5,1
1,1,261,0,7,6,0
1,1,262,0,2,4,1
1,1,263,0,2,4,1
1,1,264,0,1,4,1
1,1,265,0,2,6,0
1,1,266,0,7,5,1
1,1,267,0,8,3,0
1,1,268,0,1,6,0
1,1,269,0,2,5,1
1,1,270,0,7,4,1
1,1,271,0,2,6,0
1,1,272,0,8,6,0
1,1,273,0,2,3,0
1,1,274,0,8,3,0
1,1,275,0,7,5,1
1,1,276,0,7,3,0
1,1,277,0,1,5,1
1,1,278,0,1,5,1
1,1,279,0,8,3,0
1,1,280,0,1,6,0
1,1,281,0,7,5,1
1,1,282,0,7,6,0
1,1,283,0,2,3,0
1,1,284,0,1,3,0
1,1,285,0,7,4,1
1,1,286,0,8,4,1
1,1,287,0,8,4,1
1,1,288,0,2,6,0
1,1,289,0,1,4,1
1,1,290,0,8,4,1
1,1,291,0,8,6,0
1,1,292,0,2,5,1
1,1,293,0,8,4,1
1,1,294,0,8,5,1
1,1,295,0,1,6,0
1,1,296,0,2,6,0
1,1,297,0,1,3,0
1,1,298,0,2,3,0
1,1,299,0,2,6,0
1,1,300,0,8,3,0
1,1,301,0,2,5,1
1,1,302,0,1,3,0
1,1,303,0,1,3,0
1,1,304,0,7,5,1
1,1,305,0,2,3,0
1,1,306,0,2,3,0
1,1,307,0,1,5,1
1,1,308,0,7,4,1
1,1,309,0,8,4,1
1,1,310,0,7,6,0
1,1,311,0,1,4,1
1,1,312,0,7,3,0
1,1,313,0,8,3,0
1,1,314,0,2,5,1
1,1,315,0,2,3,0
1,1,316,0,1,6,0
1,1,317,0,7,5,1
1,1,318,0,1,6,0
1,1,319,0,2,3,0
1,1,320,0,1,6,0
1,1,321,6,2,8,1
1,1,322,6,2,8,1
1,1,323,5,8,1,0
1,1,324,6,2,7,1
1,1,325,5,8,2,0
1,1,326,5,8,2,0
1,1,327,6,2,8,1
1,1,328,6,1,7,1
1,1,329,6,1,8,1
1,1,330,5,7,2,0
1,1,331,6,1,8,1
1,1,332,5,7,2,0
1,1,333,6,2,8,1
1,1,334,6,1,7,1
1,1,335,6,1,8,1
1,1,336,6,2,7,1
1,1,337,1,6,5,0
1,1,338,1,6,5,0
1,1,339,6,2,7,1
1,1,340,6,1,7,1
1,1,341,4,3,6,0
1,1,342,5,7,2,0
1,1,343,5,7,2,0
1,1,344,6,1,7,1
1,1,345,6,2,8,1
1,1,346,6,1,8,1
1,1,347,1,6,4,0
1,1,348,6,1,7,1
1,1,349,1,6,4,0
1,1,350,6,2,8,1
1,1,351,6,2,7,1
1,1,352,6,2,7,1
1,1,353,1,4,5,0
1,1,354,4,3,6,0
1,1,355,6,2,7,1
1,1,356,6,2,8,1
1,1,357,6,1,7,1
1,1,358,6,1,7,1
1,1,359,6,1,7,1
1,1,360,5,7,1,0
1,1,361,5,8,2,0
1,1,362,5,8,2,0
1,1,363,1,6,5,0
1,1,364,5,7,1,0
1,1,365,6,2,7,1
1,1,366,1,4,5,0
1,1,367,6,2,8,1
1,1,368,5,8,1,0
1,1,369,1,6,4,0
1,1,370,6,1,7,1
1,1,371,5,7,1,0
1,1,372,6,1,8,1
1,1,373,6,1,7,1
1,1,374,6,2,8,1
1,1,375,1,6,4,0
1,1,376,5,8,1,0
1,1,377,6,2,7,1
1,1,378,5,8,1,0
1,1,379,5,7,1,0
1,1,380,6,2,7,1
1,1,381,1,4,5,0
1,1,382,6,1,8,1
1,1,383,1,6,4,0
1,1,384,6,2,7,1
1,1,385,1,6,4,0
1,1,386,1,6,5,0
1,1,387,4,5,3,0
1,1,388,4,3,6,0
1,1,389,4,3,6,0
1,1,390,6,2,8,1
1,1,391,6,1,8,1
1,1,392,1,4,5,0
1,1,393,1,6,5,0
1,1,394,1,6,5,0
1,1,395,6,2,7,1
1,1,396,5,7,2,0
1,1,397,6,1,7,1
1,1,398,1,6,4,0
1,1,399,6,1,8,1
1,1,400,6,1,7,1
1,1,401,6,1,8,1
1,1,402,6,1,7,1
1,1,403,6,2,7,1
1,1,404,6,2,7,1
1,1,405,6,2,8,1
1,1,406,5,7,2,0
1,1,407,1,6,5,0
1,1,408,4,3,6,0
1,1,409,1,4,5,0
1,1,410,6,1,7,1
1,1,411,6,1,8,1
1,1,412,5,8,2,0
1,1,413,6,1,7,1
1,1,414,1,6,4,0
1,1,415,5,8,1,0
1,1,416,6,1,8,1
1,1,417,6,1,8,1
1,1,418,5,7,2,0
1,1,419,6,2,7,1
1,1,420,6,2,8,1
1,1,421,4,3,6,0
1,1,422,5,8,1,0
1,1,423,6,1,7,1
1,1,424,6,2,7,1
1,1,425,1,4,5,0
1,1,426,1,6,5,0
1,1,427,5,7,2,0
1,1,428,6,1,7,1
1,1,429,6,2,8,1
1,1,430,1,4,5,0
1,1,431,5,7,1,0
1,1,432,5,8,1,0
1,1,433,5,7,1,0
1,1,434,5,7,2,0
1,1,435,1,6,5,0
1,1,436,1,6,5,0
1,1,437,6,2,7,1
1,1,438,6,2,8,1
1,1,439,5,7,1,0
1,1,440,4,5,3,0
1,1,441,6,2,7,1
